Row Number,Fold,Season,Outcome
1448,3,2022,0
1449,3,2022,0
1450,3,2022,1
1451,3,2022,1
1452,3,2022,1
1453,3,2022,-1
1454,3,2022,1
1455,3,2022,1
1456,3,2022,0
1457,3,2022,1
1458,3,2022,-1
1459,3,2022,1
1460,3,2022,1
1461,3,2022,-1
1462,3,2022,-1
1463,3,2022,-1
1464,3,2022,0
1465,3,2022,1
1466,3,2022,1
1467,3,2022,1
1468,3,2022,1
1469,3,2022,-1
1470,3,2022,1
1471,3,2022,1
1472,3,2022,1
1473,3,2022,0
1474,3,2022,1
1475,3,2022,1
1476,3,2022,1
1477,3,2022,1
1478,3,2022,-1
1479,3,2022,1
1480,3,2022,1
1481,3,2022,1
1482,3,2022,1
1483,3,2022,-1
1484,3,2022,1
1485,3,2022,-1
1486,3,2022,1
1487,3,2022,1
1488,3,2022,1
1489,3,2022,0
1490,3,2022,1
1491,3,2022,0
1492,3,2022,1
1493,3,2022,-1
1494,3,2022,-1
1495,3,2022,1
1496,3,2022,-1
1497,3,2022,-1
1498,3,2022,1
1499,3,2022,-1
1500,3,2022,0
1501,3,2022,0
1502,3,2022,1
1503,3,2022,-1
1504,3,2022,0
1505,3,2022,1
1506,3,2022,1
1507,3,2022,1
1508,3,2022,0
1509,3,2022,0
1510,3,2022,1
1511,3,2022,1
1512,3,2022,1
1513,3,2022,1
1514,3,2022,0
1515,3,2022,0
1516,3,2022,1
1517,3,2022,-1
1518,3,2022,1
1519,3,2022,1
1520,3,2022,0
